id,title,assignee,inventor,priority_date,creation_date,publication_date,grant_date,result_link,representative_figure_link,number_of_authors,number_of_viewers
US-11061718-B2,Pattern-based artificial intelligence planner for computer environment migration ,International Business Machines Corporation,"Maja Vukovic, Jinho Hwang, John Rofrano, Malik Jackson",2019-02-15,2019-02-15,2021-07-13,2021-07-13,https://patents.google.com/patent/US11061718B2/en,https://patentimages.storage.googleapis.com/d1/4b/82/2397a0f1a84445/US11061718-20210713-D00000.png,two,30128
US-11379347-B2,Automated test case generation for deep neural networks and other model-based artificial intelligence systems ,International Business Machines Corporation,"Diptikalyan Saha, Aniya Aggarwal, Pranay Lohia, Kuntal Dey",2018-08-30,2020-12-28,2022-07-05,2022-07-05,https://patents.google.com/patent/US11379347B2/en,https://patentimages.storage.googleapis.com/bf/36/01/a71cd7dfaa8020/US11379347-20220705-D00000.png,two,30129
US-11093711-B2,Entity-specific conversational artificial intelligence ,"Microsoft Technology Licensing, Llc","Katsuya Iida, Momo Klyen, Keizo Fujiwara, Xianchao Wu, Zhan Chen",2016-09-28,2017-02-15,2021-08-17,2021-08-17,https://patents.google.com/patent/US11093711B2/en,https://patentimages.storage.googleapis.com/3c/39/7a/fc7b596d0fb2b1/US11093711-20210817-D00000.png,two,30130
US-11049606-B2,Dental imaging system utilizing artificial intelligence ,"Sota Precision Optics, Inc.",Dustin Johnson,2018-04-25,2019-04-23,2021-06-29,2021-06-29,https://patents.google.com/patent/US11049606B2/en,https://patentimages.storage.googleapis.com/d6/ff/4c/607a0e18cf1b4c/US11049606-20210629-D00000.png,two,30131
US-2020302276-A1,Artificial intelligence semiconductor chip having weights of variable compression ratio ,Gyrfalcon Technology Inc.,"Lin Yang, Bin Yang, Hua Zhou, Xiaochun Li, Wenhan Zhang, Qi Dong, Yequn Zhang, Yongxiong Ren, Patrick Dong",2019-03-20,2019-09-27,2020-09-24,,https://patents.google.com/patent/US20200302276A1/en,https://patentimages.storage.googleapis.com/88/ec/61/e05a4b3e21c0b1/US20200302276A1-20200924-D00000.png,two,30132
US-2024080246-A1,Techniques for artificial intelligence capabilities at a network switch ,Intel Corporation,"Francesc Guim Bernat, Suraj Prabhakaran, Kshitij A. Doshi, Brinda Ganesh, Timothy Verrall",2018-12-28,2023-10-02,2024-03-07,,https://patents.google.com/patent/US20240080246A1/en,https://patentimages.storage.googleapis.com/d1/82/40/e5dc8d909fc6f2/US20240080246A1-20240307-D00000.png,two,30133
US-10467526-B1,Artificial intelligence system for image similarity analysis using optimized image pair selection and multi-scale convolutional neural networks ,"Amaon Technologies, Inc.","Srikar Appalaraju, Vineet Shashikant Chaoji",2018-01-17,2018-01-17,2019-11-05,2019-11-05,https://patents.google.com/patent/US10467526B1/en,https://patentimages.storage.googleapis.com/de/42/a2/5df536ecb31967/US10467526-20191105-D00000.png,two,30134
US-10621495-B1,Method for training and refining an artificial intelligence ,Direct Current Capital LLC,Brody Huval,2017-06-27,2019-07-09,2020-04-14,2020-04-14,https://patents.google.com/patent/US10621495B1/en,https://patentimages.storage.googleapis.com/da/51/27/0f1558dc9cd498/US10621495-20200414-D00000.png,two,30135
US-10936947-B1,Recurrent neural network-based artificial intelligence system for time series predictions ,"Amazon Technologies, Inc.","Valentin Flunkert, David Jean Bernard Alfred Salinas",2017-01-26,2017-01-26,2021-03-02,2021-03-02,https://patents.google.com/patent/US10936947B1/en,https://patentimages.storage.googleapis.com/9f/52/2b/8c440c36ada687/US10936947-20210302-D00000.png,two,30136
US-11354173-B2,Artificial intelligence-powered cloud for the financial services industry ,"Flaist, Inc.","Krishnan Gopalan, Vikram Ramesh, Poomalai Udaiyar GANESAN",2019-03-25,2021-02-11,2022-06-07,2022-06-07,https://patents.google.com/patent/US11354173B2/en,https://patentimages.storage.googleapis.com/2a/7e/48/127fa3ad1ed2fc/US11354173-20220607-D00000.png,two,30137
EP-3906508-B1,Securing systems employing artificial intelligence ,Intel Corporation,"Oleg Pogorelik, Alex NAYSHTUT, Omer Ben-Shalom, Denis Klimov, Raizy Kellermann, Guy Barnhart-Magen, Vadim SUKHOMLINOV",2018-12-31,2019-04-23,2024-03-13,2024-03-13,https://patents.google.com/patent/EP3906508B1/en,https://patentimages.storage.googleapis.com/d2/2c/8f/774b3ab0876c40/imgf0001.png,two,30138
US-11467590-B2,Techniques for considering uncertainty in use of artificial intelligence models ,"SafeAI, Inc.",Bibhrajit HALDER,2018-04-09,2019-04-08,2022-10-11,2022-10-11,https://patents.google.com/patent/US11467590B2/en,https://patentimages.storage.googleapis.com/67/2c/a6/3dd95ad0aa1a81/US11467590-20221011-D00000.png,two,30139
US-2024214383-A1,System and Method for Outlier and Anomaly Detection in Identity Management Artificial Intelligence Systems Using Cluster Based Analysis of Network Identity Graphs ,"Sailpoint Technologies, Inc.","Mohamed M. Badawy, Jostine Fei Ho",2018-11-27,2024-03-08,2024-06-27,,https://patents.google.com/patent/US20240214383A1/en,https://patentimages.storage.googleapis.com/20/ba/00/a15386f3bdda2a/US20240214383A1-20240627-D00000.png,two,40000
US-10699703-B2,System and method for artificial intelligence routing of customer service interactions ,"At&T Intellectual Property I, L.P.","Don Green, Mazin E. GILBERT, David Kapilow, Kelley Mantione, Sanjay Krishna, Wen-Ling Hsu, Cheryl Brooks, Christopher Rath, Tan Xu",2018-03-19,2018-03-19,2020-06-30,2020-06-30,https://patents.google.com/patent/US10699703B2/en,https://patentimages.storage.googleapis.com/df/33/72/b784864f6b8e9b/US10699703-20200630-D00000.png,two,100000
US-D896808-S,Artificial intelligence platform device ,"Naver Corporation, Line Corporation",Young In Koh,2017-08-22,2017-09-15,2020-09-22,2020-09-22,https://patents.google.com/patent/USD896808S1/en,https://patentimages.storage.googleapis.com/a4/b4/44/df6aa14f0b2d4e/USD0896808-20200922-D00000.png,two,100001
EP-4029016-B1,Artificial intelligence based audio coding ,Qualcomm Incorporated,"Zisis Iason Skordilis, Vivek Rajendran, Guillaume Konrad Sautière, Daniel Jared Sinder",2019-09-09,2020-06-29,2024-05-01,2024-05-01,https://patents.google.com/patent/EP4029016B1/en,https://patentimages.storage.googleapis.com/61/08/16/3b9ba214bcbf25/imgf0001.png,two,100002
EP-3798942-B1,Artificial intelligence channel for industrial automation ,"Rockwell Automation Technologies, Inc.","Bijan Sayyarrodsari, Michael Pantaleano, Ka H. LIN, Jürgen K. Weinhofer, Andrew J. ELLIS, Kyle Crum, Sujeet Chand, David Vasko, Subbian Govindaraj",2019-09-30,2020-03-30,2024-01-24,2024-01-24,https://patents.google.com/patent/EP3798942B1/en,https://patentimages.storage.googleapis.com/56/6a/e7/12645fc8a77eaf/imgf0001.png,two,100003
US-2021118136-A1,Artificial intelligence for personalized oncology ,Novateur Research Solutions LLC,"Khurram Hassan-Shafique, Zeeshan Rasheed, Jonathan Jacob AMAZON, Rashid CHOTANI",2019-10-22,2020-10-22,2021-04-22,,https://patents.google.com/patent/US20210118136A1/en,https://patentimages.storage.googleapis.com/43/7e/ed/17e20ec9110901/US20210118136A1-20210422-D00000.png,two,100004
US-2021328804-A1,Artificial Intelligence Modifying Federated Learning Models ,"Factom, Inc.","Paul Snow, Brian Deery, Mahesh PAOLINI-SUBRAMANYA, Jason Nadeau",2017-04-27,2021-05-18,2021-10-21,,https://patents.google.com/patent/US20210328804A1/en,https://patentimages.storage.googleapis.com/8b/73/cc/3b3d44d186d92e/US20210328804A1-20211021-D00000.png,one,100005
US-2020364624-A1,Privacy Preserving Artificial Intelligence System For Dental Data From Disparate Sources ,Retrace Labs,"Vasant Kearney, Ali Sadat",2019-05-16,2020-05-21,2020-11-19,,https://patents.google.com/patent/US20200364624A1/en,https://patentimages.storage.googleapis.com/4c/82/36/371d40af04c4ed/US20200364624A1-20201119-D00000.png,one,100006
US-2021397359-A1,Storing Data For Machine Learning And Artificial Intelligence Applications In A Decentralized Storage Network ,"Pure Storage, Inc.",Michael Richardson,2018-03-09,2021-09-03,2021-12-23,,https://patents.google.com/patent/US20210397359A1/en,https://patentimages.storage.googleapis.com/02/25/4d/d42a5cadb16fe8/US20210397359A1-20211223-D00000.png,one,100007
US-11288444-B2,Optimization techniques for artificial intelligence ,"100.Co, Llc","Robert J. Munro, Schuyler D. Erle, Jason Brenier, Paul A. Tepper, Tripti Saxena, Gary C. King, Jessica D. Long, Brendan D. Callahan, Tyler J. Schnoebelen, Stefan Krawczyk, Veena Basavaraj",2014-12-09,2020-12-11,2022-03-29,2022-03-29,https://patents.google.com/patent/US11288444B2/en,https://patentimages.storage.googleapis.com/66/f1/e8/ecbdbb62c822d0/US11288444-20220329-D00000.png,one,100008
US-10817958-B1,Robotic detection apparatus with artificial intelligence and machine learning ,"William Sasser, Howard Herndon","William Sasser, Howard Herndon",2012-08-17,2020-04-13,2020-10-27,2020-10-27,https://patents.google.com/patent/US10817958B1/en,https://patentimages.storage.googleapis.com/87/a1/b1/2cdb35b7bc5c07/US10817958-20201027-D00000.png,one,100009
US-11893724-B2,Methods of artificial intelligence-assisted infrastructure assessment using mixed reality systems ,"University Of Central Florida Research Foundation, Inc.","Enes Karaaslan, Fikret Necati Catbas, Ulas Bagci",2019-12-09,2022-12-28,2024-02-06,2024-02-06,https://patents.google.com/patent/US11893724B2/en,https://patentimages.storage.googleapis.com/36/8c/87/16ac2c2aa87282/US11893724-20240206-D00000.png,one,100010
US-2020005928-A1,System and method for personalized wellness management using machine learning and artificial intelligence techniques ,Gomhealth Llc,Sunil Daniel,2018-06-27,2019-06-26,2020-01-02,,https://patents.google.com/patent/US20200005928A1/en,https://patentimages.storage.googleapis.com/8b/f0/6c/7a207dce3cb610/US20200005928A1-20200102-D00000.png,one,100011
US-10706450-B1,Artificial intelligence system for generating intent-aware recommendations ,"Amazon Technologies, Inc.",Jean Joseph Tavernier,2018-02-14,2018-02-14,2020-07-07,2020-07-07,https://patents.google.com/patent/US10706450B1/en,https://patentimages.storage.googleapis.com/d9/fa/de/694af9e3a2f96f/US10706450-20200707-D00000.png,one,100012
US-11475559-B2,Artificial intelligence-enabled localization of anatomical landmarks ,Koninklijke Philips N.V.,"Fabian Wenzel, Tom Brosch",2017-11-17,2018-11-16,2022-10-18,2022-10-18,https://patents.google.com/patent/US11475559B2/en,https://patentimages.storage.googleapis.com/c0/48/0a/ed3e376e819e4b/US11475559-20221018-D00000.png,one,100013
US-10176366-B1,"Video relay service, communication system, and related methods for performing artificial intelligence sign language translation services in a video relay service environment ",Sorenson Ip Holdings Llc,Conrad A. Maxwell,2017-11-01,2017-11-01,2019-01-08,2019-01-08,https://patents.google.com/patent/US10176366B1/en,https://patentimages.storage.googleapis.com/ec/8c/49/10a2e041c7cf0e/US10176366-20190108-D00000.png,one,100014
US-12040094-B2,Artificial intelligence-based methods for early drug discovery and related training methods ,"University Of Central Florida Research Foundation, Inc.","Jiann-Shiun Yuan, Debopam Chakrabarti, Milad Salem, Arash Keshavarzi Arshadi",2019-09-04,2020-09-04,2024-07-16,2024-07-16,https://patents.google.com/patent/US12040094B2/en,https://patentimages.storage.googleapis.com/db/6c/41/d2bfbfc6a22634/US12040094-20240716-D00000.png,one,100015
US-10796295-B2,Processing payment transactions using artificial intelligence messaging services ,"Facebook, Inc.","Anand Subbarayan, Yegnashankar Parasuram, Shuo SONG, Akshay Mittal, Xishuo Liu",2016-12-22,2016-12-22,2020-10-06,2020-10-06,https://patents.google.com/patent/US10796295B2/en,https://patentimages.storage.googleapis.com/3c/e3/87/2932f67e577271/US10796295-20201006-D00000.png,one,100016
US-12002361-B2,Localized artificial intelligence for intelligent road infrastructure ,Cavh Llc,"Yang Cheng, Bin Ran, Shen Li, Shuoxuan Dong, Tianyi Chen, Yuan Zheng, Xiaotian Li, Zhen Zhang, Yang Zhou",2019-07-03,2020-07-01,2024-06-04,2024-06-04,https://patents.google.com/patent/US12002361B2/en,https://patentimages.storage.googleapis.com/db/22/51/4450235546fb6b/US12002361-20240604-D00000.png,one,100017
US-11010645-B2,Interactive artificial intelligence analytical system ,TalkMeUp,"Jiaojiao XU, Yi Xu, Chenchen Zhu, Matthew Thomas Spettel",2018-08-27,2019-08-26,2021-05-18,2021-05-18,https://patents.google.com/patent/US11010645B2/en,https://patentimages.storage.googleapis.com/35/ba/3b/873d37c8057eb5/US11010645-20210518-D00000.png,one,100018
US-11126855-B2,Artificial-intelligence powered ground truth generation for object detection and tracking on image sequences ,Robert Bosch Gmbh,"Ji Eun Kim, Wan-Yi Lin, Lixiu Yu, Govind RATHORE",2019-08-08,2019-08-08,2021-09-21,2021-09-21,https://patents.google.com/patent/US11126855B2/en,https://patentimages.storage.googleapis.com/96/ed/06/22d40a1b64ca87/US11126855-20210921-D00000.png,one,100019
US-11734611-B2,Artificial intelligence delivery edge network ,Global Elmeast Inc.,"Zaide Liu, Ken Zhang, Yue Guo",2019-02-26,2022-06-20,2023-08-22,2023-08-22,https://patents.google.com/patent/US11734611B2/en,https://patentimages.storage.googleapis.com/26/6c/c8/bb3509b4a3cae0/US11734611-20230822-D00000.png,one,100020
US-11004135-B1,Artificial intelligence system for balancing relevance and diversity of network-accessible content ,"Amazon Technologies, Inc.","Samuel Theodore Sandler, Karthik Mohan",2017-08-18,2017-08-18,2021-05-11,2021-05-11,https://patents.google.com/patent/US11004135B1/en,https://patentimages.storage.googleapis.com/66/a8/96/bbcf865421a9ec/US11004135-20210511-D00000.png,one,100021
US-10755148-B2,"Method and apparatus for generating a response based on artificial intelligence, and storage medium ","Baidu Online Network Technology (Beijing) Co., Ltd.",Qiaozhi HE,2017-06-22,2018-05-29,2020-08-25,2020-08-25,https://patents.google.com/patent/US10755148B2/en,https://patentimages.storage.googleapis.com/0e/54/e3/57d30265a34871/US10755148-20200825-D00000.png,one,100022
US-11188588-B1,Applied artificial intelligence technology for using narrative analytics to interactively generate narratives from visualization data ,Narrative Science Inc.,"Daniel Joseph Platt, Mauro Eduardo Ignacio Mujica-Parodi, III, Lawrence A. Birnbaum, Alexander Rudolf Sippel, Jonathan Alden Drake, Peter Horace Sherman",2015-11-02,2018-12-28,2021-11-30,2021-11-30,https://patents.google.com/patent/US11188588B1/en,https://patentimages.storage.googleapis.com/1c/3a/b9/fd0096114507e6/US11188588-20211130-D00000.png,one,100023
US-11586936-B2,Artificial intelligence script tool ,Chatterbox Capital Llc,"Martin Reddy, Oren M. Jacob, Robert G. Podesta, Lucas R. Ives, Kathleen Hale",2012-07-25,2019-01-18,2023-02-21,2023-02-21,https://patents.google.com/patent/US11586936B2/en,https://patentimages.storage.googleapis.com/8e/18/7c/78893234e6bfbd/US11586936-20230221-D00000.png,one,100024
US-2021286611-A1,Artificial intelligence driven configuration management ,Oracle International Corporation,"Dustin Garvey, Amit Ganesh, Uri Shaft, Prasad Ravuri, Long Yang, Sampanna Shahaji Salunke, Sumathi Gopalakrishnan, Timothy Mark Frazier, Shriram Krishnan",2017-09-29,2021-05-27,2021-09-16,,https://patents.google.com/patent/US20210286611A1/en,https://patentimages.storage.googleapis.com/29/03/ab/2cdc59f5ed7bf1/US20210286611A1-20210916-D00000.png,one,100025
US-11927087-B2,Artificial intelligence based hydraulic fracturing system monitoring and control ,"Typhon Technology Solutions (U.S.), Llc","Adrian Benjamin Bodishbaugh, Carrie Murtland",2019-07-26,2020-07-24,2024-03-12,2024-03-12,https://patents.google.com/patent/US11927087B2/en,https://patentimages.storage.googleapis.com/56/12/9a/555d34fd321aa2/US11927087-20240312-D00000.png,one,100026
US-11183173-B2,Artificial intelligence voice recognition apparatus and voice recognition system ,Lg Electronics Inc.,"Joongeon PARK, Duho Ro, Sungshin Lee",2017-04-21,2020-04-10,2021-11-23,2021-11-23,https://patents.google.com/patent/US11183173B2/en,https://patentimages.storage.googleapis.com/87/9c/4a/7c00abbda66cc9/US11183173-20211123-D00000.png,one,100027
US-10755816-B2,Clinical decision-making artificial intelligence object oriented system and method ,"Indiana University Research And Technology Corporation, Centerstone Research Institute","Casey C. Bennett, Kris Hauser",2013-07-09,2019-05-06,2020-08-25,2020-08-25,https://patents.google.com/patent/US10755816B2/en,https://patentimages.storage.googleapis.com/cb/81/f8/0643ba7e95e04c/US10755816-20200825-D00000.png,one,100028
