id,title,assignee,inventor,priority_date,creation_date,publication_date,grant_date,result_link,representative_figure_link,number_of_authors,number_of_viewers
US-11366985-B2,Dental image quality prediction platform using domain specific artificial intelligence ,Retrace Labs,"Vasant Kearney, Hamid Hekmatian, Ali Sadat",2020-05-15,2021-08-04,2022-06-21,2022-06-21,https://patents.google.com/patent/US11366985B2/en,https://patentimages.storage.googleapis.com/27/ac/5f/f29bb50a73da02/US11366985-20220621-D00000.png,one,30054
US-11278413-B1,"Devices, systems, techniques and methods for determining the fit, size and/or shape of orthopedic implants using computer systems, artificial neural networks and artificial intelligence ",Philipp K. Lang,Philipp K. Lang,2018-02-06,2019-02-06,2022-03-22,2022-03-22,https://patents.google.com/patent/US11278413B1/en,,one,30055
US-10766137-B1,Artificial intelligence system for modeling and evaluating robotic success at task performance ,"Amazon Technologies, Inc.","Brandon William Porter, Leonardo Ruggiero Bachega, Brian C. Beckman, Benjamin Lev Snyder, Michael Vogelsong, Corrinne Yu",2017-11-03,2017-11-03,2020-09-08,2020-09-08,https://patents.google.com/patent/US10766137B1/en,https://patentimages.storage.googleapis.com/36/3c/6d/f0ac75e9c5ec28/US10766137-20200908-D00000.png,one,30056
US-10839578-B2,"Artificial-intelligence enhanced visualization of non-invasive, minimally-invasive and surgical aesthetic medical procedures ","Smarter Reality, LLC","Walter Franklin Coppersmith, III, Quoc Vong Tran, Benjamin Curtis Beckham",2018-02-14,2019-02-13,2020-11-17,2020-11-17,https://patents.google.com/patent/US10839578B2/en,https://patentimages.storage.googleapis.com/ee/d7/7f/53ce50d34f3df9/US10839578-20201117-D00000.png,one,30057
AU-2022215232-B2,Artificial intelligence and robotic process automation for automated data management ,Accenture Global Solutions Limited,"Gaurav Diwan, Tracy Ann Goguen",2017-12-07,2022-08-11,2024-04-18,2024-04-18,https://patents.google.com/patent/AU2022215232B2/en,,one,30058
US-10192163-B2,Audio processing method and apparatus based on artificial intelligence ,"Baidu Online Network Technology (Beijing) Co., Ltd.",Zhijian Wang,2017-01-17,2017-10-05,2019-01-29,2019-01-29,https://patents.google.com/patent/US10192163B2/en,https://patentimages.storage.googleapis.com/dd/6c/01/b65d6077f4ec07/US10192163-20190129-D00000.png,one,30059
US-10748376-B2,Real-time game tracking with a mobile device using artificial intelligence ,NEX Team Inc.,"Qi Zhang, Keng Fai Lee, Wing Hung Chan",2017-09-21,2019-10-15,2020-08-18,2020-08-18,https://patents.google.com/patent/US10748376B2/en,https://patentimages.storage.googleapis.com/ac/06/9a/bb8a4b0930e2f9/US10748376-20200818-D00000.png,one,30060
US-10938828-B1,System and method for predictive platforms in identity management artificial intelligence systems using analysis of network identity graphs ,"Sailpoint Technologies, Inc.","Mohamed M. Badawy, Jostine Fei Ho, Rajat Kabra",2020-09-17,2020-09-17,2021-03-02,2021-03-02,https://patents.google.com/patent/US10938828B1/en,https://patentimages.storage.googleapis.com/77/24/3b/a14a96da406990/US10938828-20210302-D00000.png,one,30061
US-11748758-B2,Method for improving operating profits with better automated decision making with artificial intelligence ,"Brighterion, Inc.",Akli Adjaoute,2014-10-15,2021-03-11,2023-09-05,2023-09-05,https://patents.google.com/patent/US11748758B2/en,https://patentimages.storage.googleapis.com/a8/ed/10/701ea83947dd7c/US11748758-20230905-D00000.png,one,30062
US-11095925-B2,Artificial intelligence based resolution improvement system ,"Gdflab Co., Ltd.",Kyoung Ik Jang,2018-04-24,2019-04-23,2021-08-17,2021-08-17,https://patents.google.com/patent/US11095925B2/en,https://patentimages.storage.googleapis.com/f7/76/59/ebfa067e9bf791/US11095925-20210817-D00000.png,one,30063
US-11951359-B2,Method and system for using artificial intelligence to independently adjust resistance of pedals based on leg strength ,"Rehab2Fit Technologies, Inc.","Michael Bissonnette, Luis Berga, Steven Mason, Philip Powers, James D. Steidl",2019-05-10,2022-09-02,2024-04-09,2024-04-09,https://patents.google.com/patent/US11951359B2/en,https://patentimages.storage.googleapis.com/60/56/c8/262b9482a39be9/US11951359-20240409-D00000.png,one,30064
AU-2019235551-B2,On-demand artificial intelligence and roadway stewardship system ,Jayant RATTI,Jayant RATTI,2018-03-12,2019-02-18,2022-02-03,2022-02-03,https://patents.google.com/patent/AU2019235551B2/en,,two,30065
US-11995800-B2,Artificial intelligence techniques for image enhancement ,"Meta Platforms, Inc.","Bo Zhu, Liying SHEN, William Scott Lamond",2018-08-07,2019-08-07,2024-05-28,2024-05-28,https://patents.google.com/patent/US11995800B2/en,https://patentimages.storage.googleapis.com/ca/7e/c5/05587bbe9c24ea/US11995800-20240528-D00000.png,two,30066
US-10536579-B2,"System, method and marketplace for real-time interactive video/voice services using artificial intelligence ",Sriram Venkataramanan Iyer,Sriram Venkataramanan Iyer,2016-10-24,2017-10-20,2020-01-14,2020-01-14,https://patents.google.com/patent/US10536579B2/en,https://patentimages.storage.googleapis.com/23/e3/91/d2c6ca8b9beebd/US10536579-20200114-D00000.png,two,30067
US-11687776-B2,Method for controlling cook based on artificial intelligent and intelligent device ,Lg Electronics Inc.,Haekwang JEONG,2019-08-26,2019-09-23,2023-06-27,2023-06-27,https://patents.google.com/patent/US11687776B2/en,https://patentimages.storage.googleapis.com/1c/44/22/2aac24e30e0aa0/US11687776-20230627-D00000.png,two,30068
US-12035005-B2,Sensitivity assessment for media production using artificial intelligence ,Warner Bros. Entertainment Inc.,"Hitesh Pau, Geoffrey P. Murillo, Rajiv R. Lund, Anshul Kumar, Tasha T. Mehta, Alejandro Bringas, Tarundeep Kaur, Ty Y. Tanita",2019-05-15,2021-10-05,2024-07-09,2024-07-09,https://patents.google.com/patent/US12035005B2/en,https://patentimages.storage.googleapis.com/9d/af/f4/9b7c862af7cff0/US12035005-20240709-D00000.png,two,30069
US-2021307841-A1,"Methods, systems, and computer readable media for generating and providing artificial intelligence assisted surgical guidance ",The Trustees Of The University Of Pennsylvania,"Vivek Paresh Buch, Peter John Madsen, Jianbo Shi",2018-07-25,2019-07-25,2021-10-07,,https://patents.google.com/patent/US20210307841A1/en,https://patentimages.storage.googleapis.com/5b/d8/fd/cc0c7b7d957498/US20210307841A1-20211007-D00000.png,two,30070
US-10185999-B1,Autonomous feature use monitoring and telematics ,State Farm Mutual Automobile Insurance Company,"Blake Konrardy, Scott T. Christensen, Gregory Hayward, Scott Farris",2014-05-20,2015-12-22,2019-01-22,2019-01-22,https://patents.google.com/patent/US10185999B1/en,https://patentimages.storage.googleapis.com/cb/15/91/61927ba90fd783/US10185999-20190122-D00000.png,two,30071
AU-2020384311-B2,Secure artificial intelligence model training and registration system ,"Equinix, Inc.","Guido Franciscus Wilhelmus COENDERS, Vijaay Doraiswamy, Mahendra Malviya, Purvish Purohit, Kaladhar Voruganti",2019-11-15,2020-11-13,2023-04-06,2023-04-06,https://patents.google.com/patent/AU2020384311B2/en,,one,30072
US-2021142219-A1,"Method for providing data science, artificial intelligence and machine learning as-a-service ","Brighterion, Inc.",Akli Adjaoute,2014-08-08,2021-01-20,2021-05-13,,https://patents.google.com/patent/US20210142219A1/en,https://patentimages.storage.googleapis.com/26/9f/92/888d0846c1253e/US20210142219A1-20210513-D00000.png,one,30073
US-11557387-B2,Artificial intelligence robot and method of controlling the same ,Lg Electronics Inc.,Wonhee Lee,2019-05-02,2019-05-02,2023-01-17,2023-01-17,https://patents.google.com/patent/US11557387B2/en,https://patentimages.storage.googleapis.com/73/55/9f/8c54f44d0a06ed/US11557387-20230117-D00000.png,one,30074
US-10825205-B2,Methods and apparatuses for performing artificial intelligence encoding and artificial intelligence decoding on image ,"Samsung Electronics Co., Ltd.","Jaehwan Kim, JongSeok Lee, Sunyoung JEON, Kwangpyo CHOI, Minseok Choi, Quockhanh DINH, Youngo PARK",2018-10-19,2020-02-18,2020-11-03,2020-11-03,https://patents.google.com/patent/US10825205B2/en,https://patentimages.storage.googleapis.com/08/c1/c5/cd46790c0c5344/US10825205-20201103-D00000.png,one,30075
US-11711438-B2,Systems and methods for controlling data exposure using artificial-intelligence-based periodic modeling ,"Grey Market Labs, PBC","Kristopher P. Schroeder, Timothy R. Underwood",2018-06-11,2021-06-16,2023-07-25,2023-07-25,https://patents.google.com/patent/US11711438B2/en,https://patentimages.storage.googleapis.com/df/86/f3/d151d172ce00a1/US11711438-20230725-D00000.png,one,30076
US-11983748-B2,Using artificial intelligence to determine a size fit prediction ,"Stitch Fix, Inc.","Patrick Foley, Bradley J. Klingenberg, John McDonnell",2017-09-07,2017-12-20,2024-05-14,2024-05-14,https://patents.google.com/patent/US11983748B2/en,https://patentimages.storage.googleapis.com/e5/a5/0e/8fafbf8e46756b/US11983748-20240514-D00000.png,one,30077
US-11883153-B2,Digital platform to identify health conditions and therapeutic interventions using an automatic and distributed artificial intelligence system ,"Spiral Physical Therapy, Inc.","Spencer Stein, Stephen Moxey, Lee Stein, Armando Pena",2018-12-20,2020-10-15,2024-01-30,2024-01-30,https://patents.google.com/patent/US11883153B2/en,https://patentimages.storage.googleapis.com/25/62/0e/28fbae2f45bc81/US11883153-20240130-D00000.png,one,30078
US-2019095775-A1,Artificial intelligence (ai) character system capable of natural verbal and visual interactions with a human ,"Ventana 3D, Llc","Roman Lembersky, Michael James Borke, Hayk Bezirganyan, Ashley Crowder, Benjamin Conway, Hoang Son Vu, James M. Behmke",2017-09-25,2018-09-25,2019-03-28,,https://patents.google.com/patent/US20190095775A1/en,https://patentimages.storage.googleapis.com/c9/7a/78/16010d39c8d919/US20190095775A1-20190328-D00000.png,one,30079
US-2020285997-A1,Near real-time detection and classification of machine anomalies using machine learning and artificial intelligence ,"Iocurrents, Inc.","Bhaskar Bhattacharyya, Samuel FRIEDMAN, Cosmo King, Kiersten Henderson",2019-03-04,2020-03-03,2020-09-10,,https://patents.google.com/patent/US20200285997A1/en,https://patentimages.storage.googleapis.com/de/c6/5b/7b24074e467db3/US20200285997A1-20200910-D00000.png,one,30080
US-11244222-B2,Artificial intelligence-enabled device for network connectivity independent delivery of consumable information ,Sony Corporation,Jenke Wu Kuo,2018-06-27,2018-06-27,2022-02-08,2022-02-08,https://patents.google.com/patent/US11244222B2/en,https://patentimages.storage.googleapis.com/3f/ff/6e/3d4965417a211a/US11244222-20220208-D00000.png,one,30081
US-10887640-B2,Utilizing artificial intelligence to generate enhanced digital content and improve digital content campaign design ,Adobe Inc.,"Viswanathan Swaminathan, Somdeb Sarkhel, Saayan Mitra",2018-07-11,2018-07-11,2021-01-05,2021-01-05,https://patents.google.com/patent/US10887640B2/en,https://patentimages.storage.googleapis.com/34/ec/e1/85285e7e0369c7/US10887640-20210105-D00000.png,one,30082
US-11507662-B2,Systems and methods of security for trusted artificial intelligence hardware processing ,Sateesh Kumar Addepalli,Sateesh Kumar Addepalli,2019-02-04,2019-07-31,2022-11-22,2022-11-22,https://patents.google.com/patent/US11507662B2/en,https://patentimages.storage.googleapis.com/9c/26/a9/e58d21e2957f7a/US11507662-20221122-D00000.png,one,30083
US-2021279577-A1,Testing of Computing Processes Using Artificial Intelligence ,"Seva Development, LLC","Peter Gardiner West, Daniel Moroni Hair, Jeffrey Douglas Handy, Michael Ray Kimball, Daniel James Ricks",2020-03-04,2021-03-04,2021-09-09,,https://patents.google.com/patent/US20210279577A1/en,https://patentimages.storage.googleapis.com/98/76/bb/06262b20cc7ede/US20210279577A1-20210909-D00000.png,one,30084
US-11256989-B2,Method for detecting and mitigating bias and weakness in artificial intelligence training data and models ,UMNAI Limited,"Angelo Dalli, Mauro PIRRONE",2020-07-08,2021-07-08,2022-02-22,2022-02-22,https://patents.google.com/patent/US11256989B2/en,https://patentimages.storage.googleapis.com/1e/03/da/5f721d901b8c93/US11256989-20220222-D00000.png,one,30085
US-11598314-B2,Wind turbine control system including an artificial intelligence ensemble engine ,"Inventus Holdings, Llc","Andres F. Girardot, Yi Li, Donville D. Smith, Daniel M. Brake, Hooman Yousefizadeh, LaMargo V. Sweezer-Fischer, Carmine A. Priore, Iii",2018-08-13,2021-05-21,2023-03-07,2023-03-07,https://patents.google.com/patent/US11598314B2/en,https://patentimages.storage.googleapis.com/09/21/cb/1d84e4a85aa45f/US11598314-20230307-D00000.png,one,30086
US-11615331-B2,Explainable artificial intelligence ,Accenture Global Solutions Limited,"Chung-Sheng Li, Guanglei Xiong, Ashish Jain, Emmanuel Munguia Tapia, Sukryool Kang, Benjamin Nathan Grosof",2018-02-05,2018-06-26,2023-03-28,2023-03-28,https://patents.google.com/patent/US11615331B2/en,https://patentimages.storage.googleapis.com/80/3d/00/bb8f91e1ec378b/US11615331-20230328-D00000.png,one,30087
US-9788917-B2,Methods and systems for employing artificial intelligence in automated orthodontic diagnosis and treatment planning ,"ClearCorrect Holdings, Inc.",James Mah,2010-03-17,2016-12-13,2017-10-17,2017-10-17,https://patents.google.com/patent/US9788917B2/en,https://patentimages.storage.googleapis.com/62/66/33/add43bf3e60539/US09788917-20171017-D00000.png,two,30088
US-11366857-B2,Artificial intelligence communications agent ,"Directly, Inc.","Jamasen Rodriquez, Sinan Ozdemir",2018-08-21,2019-08-19,2022-06-21,2022-06-21,https://patents.google.com/patent/US11366857B2/en,https://patentimages.storage.googleapis.com/b0/67/c7/7e9cbb315a02a9/US11366857-20220621-D00000.png,two,30089
US-11275841-B2,Combination of protection measures for artificial intelligence applications against artificial intelligence attacks ,Adversa Ai Ltd,Aleksandr Poliakov,2018-09-12,2019-09-09,2022-03-15,2022-03-15,https://patents.google.com/patent/US11275841B2/en,https://patentimages.storage.googleapis.com/72/bb/d6/04e475a4793cdb/US11275841-20220315-D00000.png,two,30090
US-11410041-B2,Method and device for de-prejudicing artificial intelligence based anomaly detection ,Wipro Limited,"Shreya Manjunath, Randeep RAGHU",2018-11-27,2019-01-28,2022-08-09,2022-08-09,https://patents.google.com/patent/US11410041B2/en,https://patentimages.storage.googleapis.com/59/a3/4f/bb040d1cc898d7/US11410041-20220809-D00000.png,two,30091
US-11914860-B2,Data storage for artificial intelligence-based applications ,"Macronix International Co., Ltd.","Chun-Hung Lai, Hung-Sheng Chang",2018-08-20,2018-08-20,2024-02-27,2024-02-27,https://patents.google.com/patent/US11914860B2/en,https://patentimages.storage.googleapis.com/4a/a1/28/0c79390f86b04c/US11914860-20240227-D00000.png,two,30092
US-11755709-B2,Artificial intelligence-based generation of anthropomorphic signatures and use thereof ,"Sharecare AI, Inc.","Axel SLY, Srivatsa Akshay SHARMA, Brett Robert REDINGER, Devin Daniel REICH, Geert Trooskens, Meelis LOOTUS, Young Jin Lee, Ricardo Lopez ARREDONDO, Frederick Franklin KAUTZ, IV, Satish Srinivasan BHAT, Scott Michael KIRK, Walter Adolf DE BROUWER, Kartik THAKORE",2020-04-21,2022-02-21,2023-09-12,2023-09-12,https://patents.google.com/patent/US11755709B2/en,https://patentimages.storage.googleapis.com/6b/a0/2e/edfeaada4c4041/US11755709-20230912-D00000.png,two,30093
US-11902335-B2,System and method for role validation in identity management artificial intelligence systems using analysis of network identity graphs ,"Sailpoint Technologies, Inc.","Mohamed M. Badawy, Jostine Fei Ho, Rajat Kabra",2020-06-12,2022-10-07,2024-02-13,2024-02-13,https://patents.google.com/patent/US11902335B2/en,https://patentimages.storage.googleapis.com/68/0d/90/33e93ab02710da/US11902335-20240213-D00000.png,two,30094
US-2022050921-A1,"Systems and methods for functionally separating heterogeneous data for analytics, artificial intelligence, and machine learning in global data ecosystems ",Anonos Inc.,"Malcolm Gary LaFever, Ted N. Myerson, Mark Little, Steven Mason",2013-11-01,2021-10-14,2022-02-17,,https://patents.google.com/patent/US20220050921A1/en,https://patentimages.storage.googleapis.com/37/54/ce/7f882602f242de/US20220050921A1-20220217-D00000.png,two,30095
US-12041056-B2,System and method for role mining in identity management artificial intelligence systems using cluster based analysis of network identity graphs ,"Sailpoint Technologies, Inc.","Mohamed M. Badawy, Jostine Fei Ho",2019-02-28,2022-09-20,2024-07-16,2024-07-16,https://patents.google.com/patent/US12041056B2/en,https://patentimages.storage.googleapis.com/f3/a3/8f/a9c184252481dd/US12041056-20240716-D00000.png,two,30096
US-2022278717-A1,Method and system for artificial intelligence (ai)-based monitoring and controlling of network parameters ,"At&T Intellectual Property I, L.P.","Ernest Tsui, Dhruv GUPTA",2021-03-01,2021-07-15,2022-09-01,,https://patents.google.com/patent/US20220278717A1/en,https://patentimages.storage.googleapis.com/36/93/13/1bdeae4f4f171e/US20220278717A1-20220901-D00000.png,two,30097
US-2022405775-A1,"Methods, processes, and systems to deploy artificial intelligence (ai)-based customer relationship management (crm) system using model-driven software architecture ","C3.Ai, Inc.","Thomas M. Siebel, Houman Behzadi, Nikhil Krishnan, Varun Badrinath Krishna, Anna L. Ershova, Mark Woollen, Ruiwen An, Gabriele Boncoraglio, Aaron James Christensen, Kush Khosla, Hoda Razavi, Ryan Compton",2021-06-22,2022-06-21,2022-12-22,,https://patents.google.com/patent/US20220405775A1/en,https://patentimages.storage.googleapis.com/11/95/5b/f53bdffcc08610/US20220405775A1-20221222-D00000.png,two,30098
US-10796219-B2,Semantic analysis method and apparatus based on artificial intelligence ,"Baidu Online Network Technology (Beijing) Co., Ltd.","Zejin HU, Peixuan SHI",2016-10-31,2017-07-05,2020-10-06,2020-10-06,https://patents.google.com/patent/US10796219B2/en,https://patentimages.storage.googleapis.com/7b/b3/6b/6d9f90df0950ab/US10796219-20201006-D00000.png,two,30099
US-10468142-B1,Artificial intelligence-based system and methods for corneal diagnosis ,University Of Miami,"Mohamed Abou Shousha, Amr Saad Mohamed Elsawy",2018-07-27,2018-07-27,2019-11-05,2019-11-05,https://patents.google.com/patent/US10468142B1/en,https://patentimages.storage.googleapis.com/0d/69/b1/a7bdd71689a690/US10468142-20191105-D00000.png,two,30100
US-2021021687-A1,Method and system for providing predictions via artificial intelligence (ai) models using a distributed system ,Xevo Inc.,"Richard Chia Tsing Tong, Robert Victor Welland, John Hayes Ludwig, John Palmer Cordell, Samuel James McKelvie",2017-03-30,2020-10-01,2021-01-21,,https://patents.google.com/patent/US20210021687A1/en,https://patentimages.storage.googleapis.com/0b/7a/94/11b454ffab8a9d/US20210021687A1-20210121-D00000.png,two,30101
US-10698932-B2,"Method and apparatus for parsing query based on artificial intelligence, and storage medium ","Beijing Baidu Netcom Science And Technology Co., Ltd.","Shuohuan WANG, Yu Sun, Dianhai YU",2017-05-27,2018-05-25,2020-06-30,2020-06-30,https://patents.google.com/patent/US10698932B2/en,https://patentimages.storage.googleapis.com/37/5e/79/5e958bd547bbd5/US10698932-20200630-D00000.png,two,30102
US-2021216852-A1,Leak detection with artificial intelligence ,Flowstate Technologies Llc,"Tyler Randall Reece, Brayton John Sanders, Dudley Braden Fitz-Gerald, III",2018-08-09,2021-02-05,2021-07-15,,https://patents.google.com/patent/US20210216852A1/en,https://patentimages.storage.googleapis.com/1d/e9/0b/6c3c090f67f8f0/US20210216852A1-20210715-D00000.png,two,30103
US-2024211696-A1,Artificial intelligence augmented document capture and processing systems and methods ,Open Text Sa Ulc,Gareth Edward Hutchins,2018-12-28,2024-02-08,2024-06-27,,https://patents.google.com/patent/US20240211696A1/en,https://patentimages.storage.googleapis.com/10/e9/fe/09bc78c220ff05/US20240211696A1-20240627-D00000.png,two,30104
US-12014543-B2,Artificial intelligence-enabled golf course ,"Hole-In-One Media, Inc.",Kevin R. Imes,2019-05-13,2022-12-20,2024-06-18,2024-06-18,https://patents.google.com/patent/US12014543B2/en,https://patentimages.storage.googleapis.com/64/c1/c6/2584a18e13616c/US12014543-20240618-D00000.png,two,30105
US-11580475-B2,"Utilizing artificial intelligence to predict risk and compliance actionable insights, predict remediation incidents, and accelerate a remediation process ",Accenture Global Solutions Limited,"San Retna, Tushant Nayyar, Amit Bansal, Rithesh Mohan, Rimon Nissan, Jennifer Pham",2018-12-20,2019-12-19,2023-02-14,2023-02-14,https://patents.google.com/patent/US11580475B2/en,https://patentimages.storage.googleapis.com/b9/7b/2c/72563d7f5a00f1/US11580475-20230214-D00000.png,two,30106
US-11348237-B2,Artificial intelligence architecture for identification of periodontal features ,Retrace Labs,"Vasant Kearney, Ali Sadat, Stephen Chan, Hamid Hakmatian, Yash Patel",2019-05-16,2020-05-15,2022-05-31,2022-05-31,https://patents.google.com/patent/US11348237B2/en,https://patentimages.storage.googleapis.com/1e/d8/3a/abeb208ebf384d/US11348237-20220531-D00000.png,two,30107
US-10984905-B2,Artificial intelligence for physiological quantification in medical imaging ,Siemens Healthcare Gmbh,"Lucian Mihai Itu, Puneet Sharma",2017-11-03,2018-04-19,2021-04-20,2021-04-20,https://patents.google.com/patent/US10984905B2/en,https://patentimages.storage.googleapis.com/53/2f/6e/9213b442edf4ad/US10984905-20210420-D00000.png,two,30108
US-2021118132-A1,"Artificial Intelligence System For Orthodontic Measurement, Treatment Planning, And Risk Assessment ",Retrace Labs,"Vasant Kearney, Ali Sadat",2019-10-18,2020-10-16,2021-04-22,,https://patents.google.com/patent/US20210118132A1/en,https://patentimages.storage.googleapis.com/44/b8/ff/c6d4d1b5c4a4da/US20210118132A1-20210422-D00000.png,two,30109
US-10878314-B2,System and method for training artificial intelligence systems using a SIMA based processor ,Alphaics Corporation,Nagendra Nagaraja,2017-03-09,2017-07-25,2020-12-29,2020-12-29,https://patents.google.com/patent/US10878314B2/en,https://patentimages.storage.googleapis.com/5c/69/f4/125d8ba5bdf858/US10878314-20201229-D00000.png,two,30110
US-10848508-B2,"Method and system for generating synthetic feature vectors from real, labelled feature vectors in artificial intelligence training of a big data machine to defend ","Patternex, Inc.","Victor Chen, Ignacio Arnaldo, Constantinos Bassias",2016-09-07,2018-05-21,2020-11-24,2020-11-24,https://patents.google.com/patent/US10848508B2/en,https://patentimages.storage.googleapis.com/d5/b9/93/9e1f04f87e4506/US10848508-20201124-D00000.png,one,30111
US-2024038032-A1,Artificial intelligence systems and methods for cashierless tracking and feedback ,"Gary M. Zalewski, Albert S. Penilla","Gary M. Zalewski, Albert S. Penilla",2015-07-25,2023-10-09,2024-02-01,,https://patents.google.com/patent/US20240038032A1/en,https://patentimages.storage.googleapis.com/29/1a/a5/9c892939672f5f/US20240038032A1-20240201-D00000.png,one,30112
US-11620523-B2,Artificial-intelligence-based waterway information system ,Trabus,"Joseph CELANO, David Sathiaraj, Eric Ho, Andrew Nolan SMITH, Eric Vincent ROHLI",2020-04-28,2022-04-14,2023-04-04,2023-04-04,https://patents.google.com/patent/US11620523B2/en,https://patentimages.storage.googleapis.com/37/df/95/974bde3caab854/US11620523-20230404-D00000.png,one,30113
US-10402740-B2,Natural interactive user interface using artificial intelligence and freeform input ,Sap Se,"Judith Hoetzer, Philip Miseldine",2016-07-29,2016-07-29,2019-09-03,2019-09-03,https://patents.google.com/patent/US10402740B2/en,https://patentimages.storage.googleapis.com/66/0f/fe/078bc667c7728d/US10402740-20190903-D00000.png,one,30114
US-10871302-B2,Artificial intelligence air conditioner and control method thereof ,Lg Electronics Inc.,"Taeyup SONG, Jaeyong Song, Dongwoo Han",2016-12-19,2017-12-18,2020-12-22,2020-12-22,https://patents.google.com/patent/US10871302B2/en,https://patentimages.storage.googleapis.com/8e/a2/85/d4e5c10c5c4c0c/US10871302-20201222-D00000.png,one,30115
WO-2021086016-A2,Apparatus and method for performing artificial intelligence (ai) encoding and ai decoding on image ,"Samsung Electronics Co., Ltd.","Jongseok Lee, Jaehwan Kim, Youngo Park",2019-10-28,2020-10-28,2021-05-06,,https://patents.google.com/patent/WO2021086016A2/en,https://patentimages.storage.googleapis.com/d1/03/cf/16b8baec9bcf61/PCTKR2020014830-appb-img-000010.png,one,30116
US-11564621-B2,Systems and methods for artificial intelligence-based image analysis for cancer assessment ,"Progenies Pharmacenticals, Inc., Exini Diagnostics Ab","Aseem Undvall Anand, Karl Vilhelm Sjöstrand, Jens Filip Andreas Richter",2019-09-27,2020-01-06,2023-01-31,2023-01-31,https://patents.google.com/patent/US11564621B2/en,https://patentimages.storage.googleapis.com/0e/c4/9c/92bf0384286b8f/US11564621-20230131-D00000.png,one,30117
US-12062372-B2,Collaborative artificial intelligence method and system ,"Tempus Ai, Inc.","Eric Lefkofsky, Jonathan Ozeran",2019-04-17,2023-06-21,2024-08-13,2024-08-13,https://patents.google.com/patent/US12062372B2/en,https://patentimages.storage.googleapis.com/c8/e1/47/59e2ae8b25df25/US12062372-20240813-D00000.png,one,30118
US-12032469-B2,Explainable artificial intelligence modeling and simulation system and method ,"Sk Holdings Co., Ltd.","Byung Min Lee, Young Hee Kim, Jong Moon Kim, Ki Peum CHUN",2019-01-04,2020-01-02,2024-07-09,2024-07-09,https://patents.google.com/patent/US12032469B2/en,https://patentimages.storage.googleapis.com/85/66/18/7709fc6d1c848d/US12032469-20240709-D00000.png,one,30119
US-11487903-B2,Systems and methods for controlling data exposure using artificial-intelligence-based modeling ,"Grey Market Labs, PBC","Kristopher Paul Schroeder, Timothy Ryan Underwood",2018-06-11,2020-01-03,2022-11-01,2022-11-01,https://patents.google.com/patent/US11487903B2/en,https://patentimages.storage.googleapis.com/48/cf/d0/11ae92af64eb75/US11487903-20221101-D00000.png,one,30120
US-2022130277-A1,Artificial intelligence based health coaching based on breath analyte levels of participants ,Invoy Holdings Inc.,"Lubna M. Ahmad, Salman A. Ahmad",2016-10-14,2021-10-11,2022-04-28,,https://patents.google.com/patent/US20220130277A1/en,https://patentimages.storage.googleapis.com/0d/82/c2/58004e4eda969a/US20220130277A1-20220428-D00000.png,one,30121
US-11735161-B2,Artificial intelligence-based text-to-speech system and method ,"Telepathy Labs, Inc","Martin Reber, Vijeta Avijeet",2017-05-18,2022-01-31,2023-08-22,2023-08-22,https://patents.google.com/patent/US11735161B2/en,https://patentimages.storage.googleapis.com/c5/28/0c/fb86528fa7f33f/US11735161-20230822-D00000.png,one,30122
US-11171483-B2,Method and systems for detection and protection from electromagnetic pulse events using hardware implemented artificial intelligence ,"Plamen Doynov, Timothy A. Carty","Plamen Doynov, Timothy A. Carty",2018-01-09,2021-01-13,2021-11-09,2021-11-09,https://patents.google.com/patent/US11171483B2/en,https://patentimages.storage.googleapis.com/ac/ed/08/de06563bc93c2b/US11171483-20211109-D00000.png,one,30123
US-10963525-B2,Artificial intelligence system for providing relevant content queries across unconnected websites via a conversational environment ,"Avnet, Inc.","Nishant Nishant, Kevin Geoffrey Yapp",2017-07-07,2018-07-06,2021-03-30,2021-03-30,https://patents.google.com/patent/US10963525B2/en,https://patentimages.storage.googleapis.com/da/0e/3d/4f889ca2bfc739/US10963525-20210330-D00000.png,one,30124
US-11281969-B1,Artificial intelligence system combining state space models and neural networks for time series forecasting ,"Amazon Technologies, Inc.","Syama Rangapuram, Jan Alexander Gasthaus, Tim Januschowski, Matthias Seeger, Lorenzo Stella",2018-08-29,2018-08-29,2022-03-22,2022-03-22,https://patents.google.com/patent/US11281969B1/en,https://patentimages.storage.googleapis.com/54/ff/69/d538b0fedc6a2e/US11281969-20220322-D00000.png,one,30125
US-11391484-B2,Building control system with constraint generation using artificial intelligence model ,Johnson Controls Technology Company,Robert D. Turney,2017-04-25,2020-11-06,2022-07-19,2022-07-19,https://patents.google.com/patent/US11391484B2/en,https://patentimages.storage.googleapis.com/ff/8a/25/599df0929ae0b0/US11391484-20220719-D00000.png,one,30126
US-2022284195-A1,Applied Artificial Intelligence Technology for Interactively Using Narrative Analytics to Focus and Control Visualizations of Data ,Narrative Science Inc.,"Daniel Joseph Platt, Alexander Rudolf Sippel, Mauro Eduardo Ignacio Mujica-Parodi, III, Kathryn McCarthy Hughes, Bo He, Lawrence A. Birnbaum",2016-08-31,2022-05-23,2022-09-08,,https://patents.google.com/patent/US20220284195A1/en,https://patentimages.storage.googleapis.com/2b/75/bd/470705d6552313/US20220284195A1-20220908-D00000.png,one,30127
